split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.6538399540699769,0.8238600084729636,0.7299651346301059,0.9258991549305897,0.8010483135824977
test,0.6356412492062734,0.8090859912608018,0.7008526872955604,0.9266775305480347,0.7882817843301163
