,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08336121,0.08335242,0.08335695,0.08331766,0.0833281,0.08327646,0.08326188,0.083239935,0.08325582,0.08334134,0.08345062,0.08345763
AMI,0.007335312,0.007338151,0.0073276167,0.0073334924,0.007329377,0.007322848,0.23528886,0.23531725,0.23541783,0.2353324,0.007328969,0.007327894
IMI,0.0060369493,0.0060320403,0.3154047,0.31502473,0.3152544,0.006046785,0.00602973,0.0060275863,0.006030026,0.0060353577,0.006038797,0.0060386937
Lateral-involved MI,0.14668065,0.146666,0.06158186,0.061573893,0.0615877,1.00385414e-07,0.06167374,0.061670117,0.06164085,0.043605275,0.14668101,0.14663866
