split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9710871321445131,0.9673469387755103,0.9672735970373008,0.9673469387755103,0.08354838062838024
test,0.8866371625754992,0.8796844181459567,0.878821363754068,0.8796844181459567,0.42520693691054273
