split,label,internal_label,f1_score
val,NORM,Normal,0.979757085020243
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9559748427672956
val,Lateral-involved MI,Lateral,0.9486166007905138
test,NORM,Normal,0.8796992481203008
test,AMI,Anterior,0.8263473053892215
test,IMI,Inferior,0.8578431372549019
test,Lateral-involved MI,Lateral,0.9826589595375722
