,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08330683,0.08332883,0.083335765,0.08336085,0.08333622,0.08332734,0.083338045,0.083273895,0.08323361,0.08328685,0.083426096,0.08344569
AMI,0.0073307566,0.007336484,0.007324108,0.00733556,0.007327636,0.0073253284,0.23541766,0.23532125,0.23535633,0.23527302,0.007326815,0.0073250392
IMI,0.006035005,0.006027901,0.3154589,0.3149364,0.31528896,0.006052074,0.0060317996,0.006029016,0.0060308753,0.006034857,0.006037419,0.0060368455
Lateral-involved MI,0.14669994,0.1466552,0.061584346,0.061568275,0.061583847,1.00381364e-07,0.061676048,0.061651785,0.06162116,0.04359724,0.14669505,0.14666705
