split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9920376261024727,0.991815347115276,0.9925373134328358,0.9979949219402768,0.9918533604887984
test,0.8867731325646317,0.8950141395967052,0.8890599220843625,0.9622844130835742,0.8974358974358975
