split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_Normal,sensitivity_Normal,specificity_Normal,auc_Normal,f1_Anterior,sensitivity_Anterior,specificity_Anterior,auc_Anterior,f1_Inferior,sensitivity_Inferior,specificity_Inferior,auc_Inferior,f1_Lateral,sensitivity_Lateral,specificity_Lateral,auc_Lateral,macro_auc,loss
val,0.9857142857142858,0.9872741329129274,0.9872741329129274,0.9857142857142858,0.9857142857142858,0.9838709677419355,0.9838709677419355,0.994535519125683,0.9994932134673012,1.0,1.0,1.0,1.0,0.9802631578947368,0.9802631578947368,0.9911242603550295,0.9981314232326378,0.9849624060150376,0.9849624060150376,0.9943977591036415,0.9994313514879637,0.9992639970469757,0.0628154735936194
test,0.8717948717948718,0.8680820466603725,0.8631615432735106,0.8717948717948718,0.8699572171210539,0.8763250883392226,0.8794326241134752,0.9508196721311475,0.9704491725768322,0.8072289156626506,0.6907216494845361,0.9951219512195122,0.9856675886346493,0.8972972972972973,0.9021739130434783,0.9380804953560371,0.95613474222641,0.8717948717948718,1.0,0.9407582938388626,0.9698912740451631,0.9705356943707637,0.6986353012937061
