split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9982400671862071,0.9979595869520232,0.9983443708609272,0.9999846348368744,0.9979591836734694
test,0.9023402290552878,0.9094926421758374,0.9003552609090214,0.9690953454863721,0.9112426035502958
