split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_Lateral-involved MI,sensitivity_Lateral-involved MI,specificity_Lateral-involved MI,auc_Lateral-involved MI,macro_auc,loss
val,0.842948717948718,0.8529119734109456,0.8315139510195073,0.842948717948718,0.840689927754701,0.9452054794520548,0.8961038961038961,1.0,0.9366675877314176,0.7563025210084033,0.9574468085106383,0.8981132075471698,0.9527900441589723,0.9023255813953488,0.9603960396039604,0.919431279620853,0.9765379381540049,0.7222222222222222,0.5977011494252874,0.9777777777777777,0.8753512132822479,0.9353366958316607,1.0530932316413293
test,0.8560157790927022,0.8596741673580844,0.8442645043701406,0.8560157790927022,0.8576748499070576,0.9372693726937269,0.900709219858156,0.9918032786885246,0.9918226562802774,0.7640449438202247,0.7010309278350515,0.9682926829268292,0.908197133517727,0.8700564971751412,0.8369565217391305,0.9504643962848297,0.9375757167855701,0.8056872037914692,1.0,0.9028436018957346,0.9913855589629217,0.957245266386624,0.99323733478667
