split,label,internal_label,f1_score
val,NORM,Normal,1.0
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9900990099009901
val,Lateral-involved MI,Lateral,0.9887640449438202
test,NORM,Normal,0.9136690647482014
test,AMI,Anterior,0.8242424242424242
test,IMI,Inferior,0.9047619047619048
test,Lateral-involved MI,Lateral,0.8808290155440415
