,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.49427292,0.48955232,0.51413876,0.489772,0.502182,0.5142794,0.492411,0.4937576,0.4867599,0.49020097,0.51182896,0.51300013
AMI,0.48737824,0.48983142,0.49123466,0.51006925,0.5057663,0.48808798,0.5095367,0.4886598,0.5088038,0.5065372,0.5012691,0.48775718
IMI,0.51177824,0.5122104,0.48764724,0.507585,0.48963746,0.49622265,0.48742342,0.51146126,0.5110324,0.49379075,0.49020043,0.5080667
Lateral-involved MI,0.4984879,0.49822742,0.48722538,0.509557,0.5059614,0.48706052,0.5080732,0.5042102,0.5085841,0.50781935,0.4881582,0.48835188
