,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.083359174,0.083356045,0.083351076,0.08332413,0.08332751,0.08328238,0.083268456,0.08324305,0.08325588,0.08333668,0.08344334,0.08345225
AMI,0.0073341504,0.00733724,0.007326502,0.007332966,0.007328541,0.0073230416,0.23530303,0.235329,0.23541737,0.23531373,0.0073278565,0.0073265894
IMI,0.006037041,0.006031618,0.3154322,0.31499243,0.31525722,0.00604694,0.0060297092,0.0060277954,0.006030401,0.006036014,0.006039516,0.006039122
Lateral-involved MI,0.1466821,0.14668465,0.061575852,0.06158525,0.06158882,1.003914e-07,0.06167857,0.061667986,0.061635897,0.043600183,0.14666668,0.1466339
