,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.50327593,0.4910213,0.50199944,0.49133134,0.52098083,0.51760703,0.5067316,0.47678706,0.5026124,0.4978449,0.5325669,0.5323716
AMI,0.4835985,0.4858766,0.4987478,0.48870748,0.48292643,0.4945964,0.50141203,0.49154738,0.50100297,0.5053478,0.4846306,0.47540626
IMI,0.4945108,0.51795596,0.48162338,0.5059586,0.4875897,0.48051953,0.48449922,0.5174502,0.4973433,0.5073976,0.4776969,0.4895557
Lateral-involved MI,0.49612567,0.49138463,0.48959264,0.5150032,0.5138156,0.48314705,0.49956748,0.5040065,0.51288486,0.49428618,0.47959402,0.48437276
