,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.50984883,0.48934567,0.512344,0.48280668,0.49796435,0.4868574,0.4985244,0.49254796,0.49788538,0.5120328,0.5185081,0.5109054
AMI,0.4899777,0.510023,0.50658697,0.4851512,0.4920866,0.50091994,0.48846576,0.5112168,0.4972335,0.4995205,0.49561435,0.49639407
IMI,0.5119326,0.493884,0.50103724,0.5165143,0.48505437,0.48915082,0.50746584,0.48430213,0.49375668,0.5040526,0.48798564,0.48580855
Lateral-involved MI,0.48587102,0.5109212,0.48692232,0.5100877,0.5087978,0.5150522,0.50129896,0.5000202,0.5037541,0.49005118,0.48805815,0.49229828
