class,internal_label,expected_clinical_leads,top3_learned_mask_leads,top5_learned_mask_leads,overlap_at_3,overlap_at_5,mean_expected_mask_weight,mean_non_expected_mask_weight
NORM,Normal,"I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6","V5,II,aVL","V5,II,aVL,V2,aVF",1.0,1.0,0.5010883808135986,
AMI,Anterior,"V1,V2,V3,V4","V4,V2,aVF","V4,V2,aVF,V3,V5",0.6666666666666666,0.75,0.5010049343109131,0.49325281381607056
IMI,Inferior,"II,III,aVF","V1,I,aVL","V1,I,aVL,V4,V3",0.0,0.0,0.4913237988948822,0.4973176419734955
Lateral-involved MI,Lateral,"I,aVL,V5,V6","III,V3,I","III,V3,I,V2,V6",0.3333333333333333,0.5,0.49889951944351196,0.5031596422195435
