,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.48236117,0.51743454,0.5208407,0.48950616,0.512902,0.48196286,0.48959395,0.5150823,0.48242497,0.50132406,0.5265737,0.49305448
AMI,0.49614012,0.4817223,0.49070984,0.49375144,0.50103873,0.49060684,0.4832806,0.5095984,0.4998355,0.51130533,0.49776295,0.49429026
IMI,0.508042,0.5038828,0.49011177,0.49847522,0.48538432,0.49735752,0.5093182,0.47684306,0.5017005,0.50358576,0.48925146,0.48587754
Lateral-involved MI,0.51033527,0.50003356,0.48982605,0.5131685,0.50646734,0.5064682,0.5011288,0.50946134,0.5111362,0.48762092,0.47835165,0.5068777
