,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.49426407,0.48393574,0.54902047,0.46991274,0.47467518,0.5494203,0.48862264,0.5229196,0.4677647,0.5087737,0.54018253,0.52762
AMI,0.46212432,0.46194357,0.4931812,0.48906916,0.48457122,0.46944812,0.4972761,0.46761683,0.4892113,0.4775384,0.5086832,0.5207301
IMI,0.5424605,0.53982943,0.45665127,0.49013638,0.49025384,0.47508532,0.4567003,0.47551426,0.5290954,0.4843034,0.4814055,0.4893943
Lateral-involved MI,0.49000996,0.48132163,0.459422,0.53150994,0.5318756,0.4627978,0.5334523,0.5128771,0.5125248,0.5154905,0.45407742,0.45866165
