strategy,avg_test_main_macro_f1,std_test_main_macro_f1,avg_test_main_micro_f1,std_test_main_micro_f1,avg_test_main_weighted_f1,std_test_main_weighted_f1,avg_test_accuracy,std_test_accuracy,avg_test_balanced_accuracy,std_test_balanced_accuracy,avg_test_macro_auc,std_test_macro_auc,avg_test_loss,std_test_loss,best_fold_for_strategy
full_finetune,0.8882035946256999,0.011363564805653634,0.8934911242603552,0.012858387386987441,0.8921208182892337,0.013062514769593456,0.8934911242603552,0.012858387386987441,0.8884822901666078,0.011199372700779104,0.9685839021619451,0.004471426863170705,0.5887435933417058,0.03228113611377958,5
no_pretrain,0.8662043125420201,0.016425809438168126,0.8761341222879684,0.011948821483913973,0.873740477713817,0.013209706609300237,0.8761341222879684,0.011948821483913973,0.8694479743841613,0.014500035602648124,0.9741110197004763,0.004851577064121579,0.6988584838814931,0.057065519304868605,3
partial_finetune,0.714403022335899,0.04918418986384404,0.7625246548323472,0.026630871252181672,0.7491242822944212,0.03407443769827574,0.7625246548323472,0.026630871252181672,0.698784433449701,0.04168983422551983,0.9595776536117414,0.007642890563537226,0.6349555111054838,0.028583485238887586,2
frozen_backbone,0.5215810675082915,0.010998811335684556,0.619723865877712,0.009397340630825713,0.5882521422922198,0.010745117114355301,0.619723865877712,0.009397340630825713,0.5315935044683637,0.011639362945276588,0.8374619009593424,0.031622468134345334,0.8524185747437223,0.0600236480063402,2
