split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9492507281943745,0.9469387755102041,0.9468953955355784,0.9469387755102041,0.14869373498522506
test,0.7842643167645897,0.8067061143984221,0.8013653709889653,0.8067061143984221,0.6219861609842885
