split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9185017004881881,0.9163265306122449,0.9162335568865926,0.9186148615265763,0.9933703455980643,0.9163265306122449,0.222180210297205
test,0.6668460435475941,0.7495069033530573,0.7224982039762285,0.6594780891604569,0.9666376742561701,0.7495069033530573,0.6466382016268002
