strategy,fold,epoch,train_loss,val_loss,train_main_macro_f1,val_main_macro_f1,train_accuracy,val_accuracy,train_balanced_accuracy,val_balanced_accuracy,learning_rate,epoch_time,train_f1_Normal,val_f1_Normal,train_f1_Anterior,val_f1_Anterior,train_f1_Inferior,val_f1_Inferior,train_f1_Lateral,val_f1_Lateral
partial_finetune,5,1,1.1838147928677063,0.9645394171987262,0.49779342815290717,0.6103005918480365,0.5048444671086181,0.6387755102040816,0.5067994729931821,0.6494880233738468,0.0001,0.7288985252380371,0.5818921668362157,0.7758620689655172,0.5341246290801187,0.673469387755102,0.5861027190332326,0.6912928759894459,0.28905419766206164,0.30057803468208094
partial_finetune,5,2,0.9323834983260579,0.8268339110880482,0.6173554573355956,0.6540626427182273,0.6272310045894951,0.6755102040816326,0.6364943966109793,0.6820823901150727,0.0001,0.7514891624450684,0.7806267806267806,0.8125,0.6431593794076164,0.711864406779661,0.6465583913379737,0.7029972752043597,0.3990772779700115,0.3888888888888889
partial_finetune,5,3,0.8371529861836333,0.7638078239499306,0.6398979789459882,0.6509869515664257,0.6511983681795003,0.6755102040816326,0.6577912396558847,0.6817050092375503,0.0001,0.7100019454956055,0.7907407407407407,0.8145161290322581,0.6579710144927536,0.7150837988826816,0.6796875,0.7127659574468085,0.43119266055045874,0.3615819209039548
partial_finetune,5,4,0.7713298024965877,0.729509441706599,0.6643543435914955,0.6593631477764914,0.6726160122386537,0.6836734693877551,0.6822597680453962,0.6894906771109375,0.0001,0.7090601921081543,0.8124410933081998,0.8381742738589212,0.7091172214182344,0.7303370786516854,0.6859756097560976,0.720626631853786,0.44988344988344986,0.34831460674157305
partial_finetune,5,5,0.7298130614607994,0.6915614816607262,0.673410036090543,0.6684047994841099,0.6777154513003569,0.6918367346938775,0.6858941927529721,0.6978448024182319,0.0001,0.7135746479034424,0.8207094918504314,0.8264462809917356,0.7017543859649122,0.7333333333333333,0.6848673946957878,0.7296587926509186,0.48630887185104055,0.384180790960452
partial_finetune,5,6,0.7054447129877899,0.660419208176282,0.6837470378544338,0.6923473910568083,0.6914839367669556,0.7163265306122449,0.702194794280161,0.7302292843818028,0.0001,0.7106382846832275,0.8187022900763359,0.8477366255144033,0.7221438645980254,0.7789473684210526,0.7069625095638867,0.7427055702917772,0.48717948717948717,0.4
partial_finetune,5,7,0.6827420707505191,0.671273399250848,0.6978188324515195,0.6486992961844061,0.7032126466088731,0.6816326530612244,0.7183632989690458,0.6898273536289948,0.0001,0.7149052619934082,0.8299065420560747,0.8373983739837398,0.7403314917127072,0.7486033519553073,0.7051282051282052,0.7161125319693095,0.5159090909090909,0.2926829268292683
partial_finetune,5,8,0.6524430075997543,0.6438001250734134,0.7098271179623248,0.6812340495522295,0.7129015808261091,0.7020408163265306,0.719405369950023,0.7130526997002662,0.0001,0.7227184772491455,0.8148854961832062,0.7982456140350878,0.7315634218289085,0.7807486631016043,0.7198748043818466,0.7341772151898734,0.5729847494553377,0.4117647058823529
partial_finetune,5,9,0.614337902996748,0.6386665414790718,0.7374167568769953,0.6936871748859,0.7394186639469659,0.7142857142857143,0.7483690633190311,0.7224464237056201,0.0001,0.7166025638580322,0.8402710551790901,0.8680851063829788,0.7586206896551724,0.7821229050279329,0.748006379585327,0.7403598971722365,0.6027689030883919,0.384180790960452
partial_finetune,5,10,0.5928500913376106,0.5523903916076738,0.7461701429766312,0.7432160275360131,0.7491075981642019,0.753061224489796,0.7589741269278003,0.7609455426199908,0.0001,0.7240567207336426,0.8513902205177373,0.865546218487395,0.7642045454545454,0.8044692737430168,0.7570168404170008,0.7688172043010753,0.6120689655172413,0.5340314136125655
