split,label,internal_label,f1_score
val,NORM,Normal,0.992
val,AMI,Anterior,0.9938650306748467
val,IMI,Inferior,0.9869281045751634
val,Lateral-involved MI,Lateral,0.9809885931558935
test,NORM,Normal,0.8723404255319149
test,AMI,Anterior,0.7236842105263158
test,IMI,Inferior,0.9109947643979057
test,Lateral-involved MI,Lateral,0.8585858585858586
