split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.6795640216987731,0.6979591836734694,0.6793548340977984,0.6970362360501013,0.8982352832811838,0.6979591836734694,0.7088553506500866
test,0.5108151476688203,0.6055226824457594,0.578498659494262,0.5152459619608928,0.8212602144242739,0.6055226824457594,0.8664752977957152
