split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_Lateral-involved MI,sensitivity_Lateral-involved MI,specificity_Lateral-involved MI,auc_Lateral-involved MI,macro_auc,loss
val,0.8753418413855971,0.698045784165919,0.7109837768698766,0.8753418413855971,0.8726246268945299,0.9408509166378416,0.947075208913649,0.7863110539845758,0.9465811200779084,0.5387894288150042,0.45664739884393063,0.9867703656189866,0.9056367187355165,0.5915852103697408,0.5918367346938775,0.9598765432098766,0.9199654586559348,0.7727095516569201,0.7966237942122186,0.9723154362416108,0.9666384214700359,0.9347054297348489,0.5410755076984737
test,0.8687970210502318,0.6973267122427991,0.7155289103064801,0.8687970210502318,0.8667982132315059,0.9349886796208295,0.9428944199116821,0.769170579029734,0.93770918420555,0.5742237345810294,0.4877167630057804,0.9882890831795941,0.9173093266802393,0.5977760736196319,0.6211155378486056,0.9518229166666666,0.9087812727584287,0.7551271534044298,0.7375801282051282,0.9773738560994039,0.9626695971887654,0.9316173452082459,0.5622459376371394
