split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.6728164169740818,0.689795918367347,0.671575467231105,0.689795918367347,0.7215160301753453
test,0.5258160640016399,0.6252465483234714,0.5894257921899603,0.6252465483234714,0.8231652477789208
