split,label,internal_label,f1_score
val,NORM,Normal,0.7781350482315113
val,AMI,Anterior,0.6961325966850829
val,IMI,Inferior,0.6180555555555556
val,Lateral-involved MI,Lateral,0.45544554455445546
test,NORM,Normal,0.6558139534883721
test,AMI,Anterior,0.8587570621468926
test,IMI,Inferior,0.7540983606557377
test,Lateral-involved MI,Lateral,0.0
