split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_Lateral-involved MI,sensitivity_Lateral-involved MI,specificity_Lateral-involved MI,auc_Lateral-involved MI,macro_auc,loss
val,0.32371794871794873,0.25,0.12227602905569007,0.32371794871794873,0.15833178121313715,0.0,0.0,1.0,0.5938933407018514,0.0,0.0,1.0,0.22589321557607384,0.4891041162227603,1.0,0.0,0.2487682417530853,0.0,0.0,1.0,0.43335887611749685,0.3754784185371268,1.857593576113383
test,0.3629191321499014,0.25,0.13314037626628075,0.3629191321499014,0.19327675923467977,0.0,0.0,1.0,0.614134015424563,0.0,0.0,1.0,0.22540859944681924,0.532561505065123,1.0,0.0,0.5104657423610176,0.0,0.0,1.0,0.6622525787566211,0.5030652339972552,1.8420338082830816
