split,label,internal_label,f1_score
val,NORM,Normal,0.9561752988047809
val,AMI,Anterior,1.0
val,IMI,Inferior,0.934640522875817
val,Lateral-involved MI,Lateral,0.9655172413793104
test,NORM,Normal,0.8514851485148515
test,AMI,Anterior,0.7577639751552795
test,IMI,Inferior,0.6448598130841121
test,Lateral-involved MI,Lateral,0.0
