split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9640832657649772,0.9593382986752425,0.9637650776240565,0.9983913656564489,0.9591836734693877
test,0.5635272341885608,0.6158120653612087,0.5734398991006799,0.8836665642000778,0.6469428007889546
