split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9765341399512836,0.9754281952805604,0.9763354211394675,0.9982230631237455,0.9755102040816327
test,0.5715293845875541,0.6290578179984145,0.5752855674871491,0.9000485202034411,0.6568047337278107
