,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08329774,0.08331689,0.08332485,0.0833589,0.08333009,0.08335537,0.0833547,0.08328197,0.083241396,0.083292834,0.08341778,0.08342741
AMI,0.00733205,0.007337515,0.007325013,0.007335419,0.0073279943,0.007321727,0.23540351,0.23534982,0.23536542,0.23524693,0.0073275785,0.00732714
IMI,0.0060349028,0.0060285297,0.31540248,0.31499544,0.31528085,0.006053242,0.00603493,0.0060302857,0.006031173,0.006034682,0.006036879,0.0060365186
Lateral-involved MI,0.1466912,0.14668708,0.06158149,0.061590873,0.06159,1.0038958e-07,0.061686188,0.061663866,0.06162371,0.043590143,0.1466567,0.14663853
